,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,characteristic
3940,671488513339211776,2015-12-01,This is Julius. He's a cool dog. Carries seashell everywhere. Rad segmented legs. Currently attacking castle. 8/10,8,10,Julius,Not Specified
3941,671486386088865792,2015-12-01,This is Malcolm. He just saw a spider. 10/10,10,10,Malcolm,Not Specified
3942,671485057807351808,2015-12-01,Meet Penelope. She is a white Macadamias Duodenum. Very excited about wall. Lives on Frosted Flakes. 11/10 good pup,11,10,Penelope,Not Specified
3943,671390180817915904,2015-11-30,Striped dog here. Having fun playing on back. Sturdy paws. Looks like an organized Dalmatian. 7/10 would still pet,7,10,,Not Specified
3944,671362598324076544,2015-11-30,This is Tanner. He accidentally dropped all his hard-earned Kohl's cash in the tub. 11/10,11,10,Tanner,Not Specified
3945,671357843010908160,2015-11-30,Tfw she says hello from the other side. 9/10,9,10,,Not Specified
3946,671355857343524864,2015-11-30,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly,10,10,Lou,Not Specified
3947,671347597085433856,2015-11-30,This is Lola. She was not fully prepared for the water slide. 9/10,9,10,Lola,Not Specified
3948,671186162933985280,2015-11-30,This is Sparky. That's his pancake now. He will raise it as his own. 10/10,10,10,Sparky,Not Specified
3949,671182547775299584,2015-11-30,This pup holds the secrets of the universe in his left eye. 12/10,12,10,,Not Specified
3950,671166507850801152,2015-11-30,This is Herm. It's his first day of potty training. He's doing great. You got this Herm. 10/10 stellar pup,10,10,Herm,Not Specified
3951,671163268581498880,2015-11-30,Pack of horned dogs here. Very team-oriented bunch. All have weird laughs. Bond between them strong. 8/10 for all,8,10,,Not Specified
3952,671159727754231808,2015-11-30,This is Anthony. He just finished up his masters at Harvard. Unprofessional tattoos. Always looks perturbed. 5/10,5,10,Anthony,Not Specified
3953,671154572044468225,2015-11-30,Meet Holly. She's trying to teach small human-like pup about blocks but he's not paying attention smh. 11/10 &amp; 8/10,11,10,Holly,Not Specified
3954,671151324042559489,2015-11-30,*struggling to breathe properly* 12/10,12,10,,Not Specified
3955,671147085991960577,2015-11-30,This is a Helvetica Listerine named Rufus. This time Rufus will be ready for the UPS guy. He'll never expect it 9/10,9,10,,Not Specified
3956,671141549288370177,2015-11-30,Neat pup here. Enjoys lettuce. Long af ears. Short lil legs. Hops surprisingly high for dog. 9/10 still very petable,9,10,,Not Specified
3957,671138694582165504,2015-11-30,Me running from commitment. 10/10,10,10,,Not Specified
3958,671134062904504320,2015-11-30,Say hello to Clarence. He's a western Alkaline Pita. Very proud of himself for dismembering his stuffed dog pal 8/10,8,10,Clarence,Not Specified
3959,671122204919246848,2015-11-30,Two miniature golden retrievers here. Webbed paws. Don't walk very efficiently. Can't catch a tennis ball. 4/10s,4,10,,Not Specified
3960,671115716440031232,2015-11-29,"Meet Phred. He isn't steering, looking at the road, or wearing a seatbelt. Phred is a rolling tornado of danger 6/10",6,10,Phred,Not Specified
3961,671109016219725825,2015-11-29,This is Toby. He asked for chocolate cake for his birthday but was given vanilla instead. 8/10 it'll be ok Toby,8,10,Toby,Not Specified
3962,670995969505435648,2015-11-29,Yea I can't handle this job anymore your dogs are too adorable. 12/10,12,10,,Not Specified
3963,670842764863651840,2015-11-29,"After so many requests... here you go.

Good dogg. 420/10",420,10,,Not Specified
3964,670840546554966016,2015-11-29,Meet Colby. He's that one cool friend that gets you into every party. Great hat. Sneaky tongue slip. 10/10 good pup,10,10,Colby,Not Specified
3965,670838202509447168,2015-11-29,Pink dogs here. Unreasonably long necks. Left guy has only 1 leg. Quite nimble. Don't bark tho 4/10s would still pet,4,10,,Not Specified
3966,670833812859932673,2015-11-29,This is Jett. He is unimpressed by flower. 7/10,7,10,Jett,Not Specified
3967,670832455012716544,2015-11-29,This is Amy. She is Queen Starburst. 10/10 unexplainably juicy,10,10,Amy,Not Specified
3968,670826280409919488,2015-11-29,"Scary dog here. Too many legs. Extra tail. Not soft, let alone fluffy. Won't bark. Moves sideways. Has weapon. 2/10",2,10,,Not Specified
3969,670823764196741120,2015-11-29,This is Remington. He's a man dime. 12/10,12,10,Remington,Not Specified
3970,670822709593571328,2015-11-29,Can't do better than this lol. 10/10 for the owner,10,10,,Not Specified
3971,670815497391357952,2015-11-29,This is Sage. He likes to burn shit. 10/10,10,10,Sage,Not Specified
3972,670811965569282048,2015-11-29,Meet Maggie. She enjoys her stick in the yard. Very content. Much tranquility. 10/10 keep it up pup,10,10,Maggie,Not Specified
3973,670807719151067136,2015-11-29,"Say hello to Andy. He can balance on one foot, obliterate u in checkers, &amp; transform into a rug. 11/10 much talents",11,10,Andy,Not Specified
3974,670804601705242624,2015-11-29,Meet Mason. He's a total frat boy. Pretends to be Hawaiian. Head is unbelievably round. 10/10 would pet so damn well,10,10,Mason,Not Specified
3975,670803562457407488,2015-11-29,I would do radical things in the name of Dog God. I'd believe every word in that book. 10/10,10,10,,Not Specified
3976,670797304698376195,2015-11-29,This is Trigger. He was minding his own business on stair when he overheard someone say they don't like bacon. 11/10,11,10,Trigger,Not Specified
3977,670792680469889025,2015-11-29,This is Antony. He's a Sheraton Tetrahedron. Skips awkwardly. Doesn't look when he crosses the road (reckless). 7/10,7,10,Antony,Not Specified
3978,670789397210615808,2015-11-29,Two obedient dogs here. Left one has extra leg sticking out of its back. They each get 9/10. Would pet both at once,9,10,,Not Specified
3979,670786190031921152,2015-11-29,This is Creg. You offered him a ride to work but you're late and you just missed his exit. 8/10,8,10,Creg,Not Specified
3980,670783437142401025,2015-11-29,Flamboyant pup here. Probably poisonous. Won't eat kibble. Doesn't bark. Slow af. Petting doesn't look fun. 1/10,1,10,,Not Specified
3981,670782429121134593,2015-11-29,"This dude slaps your girl's ass what do you do?
5/10",5,10,,Not Specified
3982,670780561024270336,2015-11-29,This is Traviss. He has no ears. Two rare dogs in background. I bet they all get along nicely. 7/10s I'd pet all,7,10,Traviss,Not Specified
3983,670778058496974848,2015-11-29,"""To bone or not to bone?""
10/10",10,10,,Not Specified
3984,670764103623966721,2015-11-29,Meet Vincent. He's a wild Adderall Cayenne. Shipped for free. Always fresh. Never frozen. 10/10 great purchase,10,10,Vincent,Not Specified
3985,670755717859713024,2015-11-29,Say hello to Gin &amp; Tonic. They're having a staring contest. Very very intense. 9/10 for both,9,10,Gin,Not Specified
3986,670733412878163972,2015-11-28,This is Jerry. He's a great listener. Low maintenance. Hard to get leash on tho. 8/10 still good dog,8,10,Jerry,Not Specified
3987,670727704916926465,2015-11-28,This is Jeffrie. He's a handheld pup. Excellent ears. Super fluffy. 10/10 overall topnotch canine,10,10,Jeffrie,Not Specified
3988,670717338665226240,2015-11-28,*screams for a little bit and then crumples to the floor shaking* 12/10,12,10,,Not Specified
3989,670704688707301377,2015-11-28,Meet Danny. He's too good to look at the road when he's driving. Absolute menace. 6/10 completely irresponsible,6,10,Danny,Not Specified
3990,670691627984359425,2015-11-28,This is Ester. He has a cocaine problem. This is an intervention Ester. We all care about you. 8/10,8,10,Ester,Not Specified
3991,670679630144274432,2015-11-28,This is Pluto. He's holding little waddling dog hostage. Little waddling dog very desperate at this point sos. 8/10,8,10,Pluto,Not Specified
3992,670676092097810432,2015-11-28,This is Bloo. He's a Westminster Cîroc. Doesn't think Bart deserves legs. Nice flowers. 8/10,8,10,Bloo,Not Specified
3993,670668383499735048,2015-11-28,This is Phineas. He's a magical dog. Only appears through the hole of a donut. 10/10 mysterious pup,10,10,Phineas,Not Specified
3994,670474236058800128,2015-11-28,Honor to rate this dog. Great teeth. Nice horns. Unbelievable posture. Fun to pet. Big enough to ride. 10/10 rad dog,10,10,,Not Specified
3995,670468609693655041,2015-11-28,This is Edd. He's a Czechoslovakian Googolplex Merlot. Ready for Christmas. Take that Starbucks. Very poised. 10/10,10,10,Edd,Not Specified
3996,670465786746662913,2015-11-28,Silly dog here. Wearing bunny ears. Nice long tail. Unique paws. Not crazy soft but will do. Extremely agile. 7/10,7,10,,Not Specified
3997,670452855871037440,2015-11-28,This dog can't see its haters. 11/10,11,10,,Not Specified
3998,670449342516494336,2015-11-28,Vibrant dog here. Fabulous tail. Only 2 legs tho. Has wings but can barely fly (lame). Rather elusive. 5/10 okay pup,5,10,,Not Specified
3999,670444955656130560,2015-11-28,This is Paull. He just stubbed his toe. 10/10 deep breaths Paull,10,10,Paull,Not Specified
4000,670442337873600512,2015-11-28,Meet Koda. He's large. Looks very soft. Great bangs. Powerful owner. 11/10 would pet the hell out of,11,10,Koda,Not Specified
4001,670435821946826752,2015-11-28,Two unbelievably athletic dogs here. Great form. Perfect execution. 10/10 for both,10,10,,Not Specified
4002,670434127938719744,2015-11-28,Meet Hank and Sully. Hank is very proud of the pumpkin they found and Sully doesn't give a shit. 11/10 and 8/10,11,10,Hank,Not Specified
4003,670433248821026816,2015-11-28,This is Sam. He's trying to escape the inordinate monotony of conforming to everyday status quo. 10/10,10,10,Sam,Not Specified
4004,670428280563085312,2015-11-28,This is Willy. He's millennial af. 11/10,11,10,Willy,Not Specified
4005,670427002554466305,2015-11-28,This is a Deciduous Trimester mix named Spork. Only 1 ear works. No seat belt. Incredibly reckless. 9/10 still cute,9,10,,Not Specified
4006,670421925039075328,2015-11-28,Meet Herb. 12/10,12,10,Herb,Not Specified
4007,670420569653809152,2015-11-28,This is Damon. The newest presidential candidate for 2016. 10/10 he gets my vote,10,10,Damon,Not Specified
4008,670417414769758208,2015-11-28,Sharp dog here. Introverted. Loves purple. Not fun to pet. Hurts to cuddle with. 6/10 still good dog tho,6,10,,Not Specified
4009,670411370698022913,2015-11-28,Meet Scooter. He's ready for his first day of middle school. Remarkable tongue. 12/10,12,10,Scooter,Not Specified
4010,670408998013820928,2015-11-28,This is Peanut. He was the World Table Tennis Champion back in 2003. Now he just does it for recreation. 10/10,10,10,Peanut,Not Specified
4011,670403879788544000,2015-11-28,This is Nigel. He accidentally popped his ball after dunking so hard the backboard shattered. 10/10 great great pup,10,10,Nigel,Not Specified
4012,670385711116361728,2015-11-27,Meet Larry. He's a Panoramic Benzoate. Can shoot lasers out of his eyes. Very neat. Stuck in that position tho. 8/10,8,10,Larry,Not Specified
4013,670374371102445568,2015-11-27,Meet Daisy. She's rebellious. Full of teen angst. Thought her food should be evenly dispersed around the room. 12/10,12,10,Daisy,Not Specified
4014,670361874861563904,2015-11-27,This is a Rich Mahogany Seltzer named Cherokee. Just got destroyed by a snowball. Isn't very happy about it. 9/10,9,10,,Not Specified
4015,670338931251150849,2015-11-27,This is Butters. He's not ready for Thanksgiving to be over. 10/10 poor Butters,10,10,Butters,Not Specified
4016,670319130621435904,2015-11-27,"AT DAWN...
WE RIDE

11/10",11,10,,Not Specified
4017,670303360680108032,2015-11-27,This is a Speckled Cauliflower Yosemite named Hemry. He's terrified of intruder dog. Not one bit comfortable. 9/10,9,10,,Not Specified
4018,670290420111441920,2015-11-27,This is Sandra. She's going skydiving. Nice adidas sandals. Stellar house plant. 11/10,11,10,Sandra,Not Specified
4019,670093938074779648,2015-11-27,This is Wally. He's a Flaccid Mitochondria. Going on vacation. Bag definitely full of treats. Great hat. 9/10,9,10,Wally,Not Specified
4020,670086499208155136,2015-11-27,"""Hi yes this is dog. I can't help with that s- sir please... the manager isn't in right n- well that was rude""
10/10",10,10,,Not Specified
4021,670079681849372674,2015-11-27,Meet Fabio. He's a wonderful pup. Can't stay away from the devil's lettuce but other than that he's a delight. 10/10,10,10,Fabio,Not Specified
4022,670073503555706880,2015-11-27,Meet Winston. He wants to be a power drill. Very focused. 10/10 I believe in you Winston,10,10,Winston,Not Specified
4023,670069087419133954,2015-11-27,This is Randall. He's from Chernobyl. Built playground himself. Has been stuck up there quite a while. 5/10 good dog,5,10,Randall,Not Specified
4024,670061506722140161,2015-11-27,"This is Liam. He has a particular set of skills. He will look for you, he will find you, and he will kill you. 11/10",11,10,Liam,Not Specified
4025,670055038660800512,2015-11-27,This is Tommy. He's a cool dog. Hard not to step on. Won't let go of seashell. Not fast by any means. 3/10,3,10,Tommy,Not Specified
4026,670046952931721218,2015-11-27,This is Ben &amp; Carson. It's impossible for them to tilt their heads in the same direction. Cheeky wink by Ben. 11/10s,11,10,Ben,Not Specified
4027,670040295598354432,2015-11-27,😂😂😂 10/10 for the dog and the owner,10,10,,Not Specified
4028,670037189829525505,2015-11-27,Awesome dog here. Not sure where it is tho. Spectacular camouflage. Enjoys leaves. Not very soft. 5/10 still petable,5,10,,Not Specified
4029,670003130994700288,2015-11-26,This is Raphael. He is a Baskerville Conquistador. Entertains at all the gatherings. 10/10 simply magnificent,10,10,Raphael,Not Specified
4030,669993076832759809,2015-11-26,This is Zoey. Her dreams of becoming a hippo ballerina don't look promising. 9/10 it'll be ok puppers,9,10,Zoey,Not Specified
4031,669972011175813120,2015-11-26,Here we see really big dog cuddling smaller dog. Very touching. True friendship. 10/10s would pet both at once,10,10,,Not Specified
4032,669970042633789440,2015-11-26,This is Julio. He was one of the original Ringling Bros. Exceptional balance. Very alert. Ready for anything. 10/10,10,10,Julio,Not Specified
4033,669942763794931712,2015-11-26,This is Andru. He made his very own lacrosse stick. Much dedication. Big dreams. Tongue slip. 11/10 go get em Andru,11,10,Andru,Not Specified
4034,669926384437997569,2015-11-26,I've never seen a dog so genuinely happy about a tennis ball. 12/10 s'cute,12,10,,Not Specified
4035,669923323644657664,2015-11-26,This is a spotted Lipitor Rumpelstiltskin named Alphred. He can't wait for the Turkey. 10/10 would pet really well,10,10,,Not Specified
4036,669753178989142016,2015-11-26,Meet Chester. He just ate a lot and now he can't move. 10/10 that's going to be me in about 17 hours,10,10,Chester,Not Specified
4037,669749430875258880,2015-11-26,Say hello to Clarence. Clarence thought he saw a squirrel. He was just trying to help. 8/10 poor Clarence,8,10,Clarence,Not Specified
4038,669683899023405056,2015-11-26,This is Kloey. Her mother was a unicorn. 10/10,10,10,Kloey,Not Specified
4039,669682095984410625,2015-11-26,Meet Louie. He just pounded that bottle of wine. 9/10 goodnight Louie,9,10,Louie,Not Specified
4040,669680153564442624,2015-11-26,This is Shawwn. He's a Turkish Gangrene Robitussin. Spectacular tongue. Cranks out push-ups. 8/10 #NoDaysOff #swole,8,10,Shawwn,Not Specified
4041,669661792646373376,2015-11-25,This is a brave dog. Excellent free climber. Trying to get closer to God. Not very loyal though. Doesn't bark. 5/10,5,10,,Not Specified
4042,669625907762618368,2015-11-25,This is Penny. She's having fun AND being safe. 12/10 very responsible pup,12,10,Penny,Not Specified
4043,669603084620980224,2015-11-25,"Very human-like. Cute overbite smile *finger to earpiece* I'm being told that the dog is actually on the right
10/10",10,10,,Not Specified
4044,669597912108789760,2015-11-25,This is Skye. He is a Bretwaldian Altostratus. Not amused at all. Just saved small dog from avalanche. 10/10 hero af,10,10,Skye,Not Specified
4045,669583744538451968,2015-11-25,Special dog here. Pretty big. Neck kinda long for dog. Cool spots. Must be a Dalmatian variant. 6/10 would still pet,6,10,,Not Specified
4046,669573570759163904,2015-11-25,This is Linda. She just looked up and saw you glancing at your neighboring classmate's test. 10/10,10,10,Linda,Not Specified
4047,669571471778410496,2015-11-25,This is Keith. He's had 13 DUIs. 7/10 that's too many Keith,7,10,Keith,Not Specified
4048,669567591774625800,2015-11-25,Meet Kollin. He's a Parakeetian Badminton from Denmark. Great artist. Taking break from research. Loves wicker 9/10,9,10,Kollin,Not Specified
4049,669564461267722241,2015-11-25,This is a Coriander Baton Rouge named Alfredo. Loves to cuddle with smaller well-dressed dog. 10/10 would hug lots,10,10,,Not Specified
4050,669393256313184256,2015-11-25,Meet Ronduh. She's a Finnish Checkered Blitzkrieg. Ears look fake. Shoes on point. 10/10 would pet extra well,10,10,Ronduh,Not Specified
4051,669375718304980992,2015-11-25,This is Billl. He's trying to be a ghost but he's not very good at it. 6/10 c'mon Billl,6,10,Billl,Not Specified
4052,669371483794317312,2015-11-25,This is Oliviér. He's a Baptist Hindquarter. Also smooth af with the babes. 10/10 I'd totally get in a car with him,10,10,Oliviér,Not Specified
4053,669367896104181761,2015-11-25,This is Chip. Chip's pretending to be choked. 10/10 lol classic Chip,10,10,Chip,Not Specified
4054,669363888236994561,2015-11-25,Here we have a Gingivitis Pumpernickel named Zeus. Unmatched tennis ball capacity. 10/10 would highly recommend,10,10,,Not Specified
4055,669359674819481600,2015-11-25,Meet Saydee. She's a Rochester  Ecclesiastical. Jumped off cliff and caught stick on way down. 11/10 1st round pick,11,10,Saydee,Not Specified
4056,669354382627049472,2015-11-25,Meet Dug. Dug fucken loves peaches. 8/10,8,10,Dug,Not Specified
4057,669353438988365824,2015-11-25,This is Tessa. She is also very pleased after finally meeting her biological father. 10/10,10,10,Tessa,Not Specified
4058,669351434509529089,2015-11-25,This is Sully. He's a Leviticus Galapagos. Very powerful. Borderline unstoppable. Cool goggles. 10/10,10,10,Sully,Not Specified
4059,669328503091937280,2015-11-25,This is Kirk. He just saw a bacon wrapped tennis ball and literally died. So sad. 12/10 RIP Kirk,12,10,Kirk,Not Specified
4060,669327207240699904,2015-11-25,Just got home from college. Dis my dog. She does all my homework. Big red turd in background. 13/10 no bias at all,13,10,,Not Specified
4061,669324657376567296,2015-11-25,Meet Ralf. He's a miniature Buick DiCaprio. Can float (whoa). Loves to beach. Snazzy green vest. 11/10 I'd hug Ralf,11,10,Ralf,Not Specified
4062,669216679721873412,2015-11-24,This is Clarq. He's a golden Quetzalcoatl. Clarq enjoys eating his own foot. Damn it Clarq. 8/10 would pet firmly,8,10,Clarq,Not Specified
4063,669214165781868544,2015-11-24,This is Jaspers. He is a northeastern Gillette. Just got his license. Very excited. 10/10 they grow up so fast,10,10,Jaspers,Not Specified
4064,669203728096960512,2015-11-24,This is Samsom. He is sexually confused. Really wants to be a triceratops. 9/10 just a great guy,9,10,Samsom,Not Specified
4065,669037058363662336,2015-11-24,"Here we have Pancho and Peaches. Pancho is a Condoleezza Gryffindor, and Peaches is just an asshole. 10/10 &amp; 7/10",10,10,,Not Specified
4066,669015743032369152,2015-11-24,Super rare dog right here guys. Doesn't bark. Seems strong. Blue. Very family friendly pet. 10/10 overall good dog,10,10,,Not Specified
4067,669006782128353280,2015-11-24,This is Tucker. He is 100% ready for the sports. 12/10 I would watch anything with him,12,10,Tucker,Not Specified
4068,669000397445533696,2015-11-24,Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance,11,10,Terrance,Not Specified
4069,668994913074286592,2015-11-24,Two gorgeous pups here. Both have cute fake horns(adorable). Barn in the back looks on fire. 5/10 would pet rly well,5,10,,Not Specified
4070,668992363537309700,2015-11-24,This is Harrison. He braves the snow like a champ. Perched at all times. Hasn't blinked in months. 8/10 v nifty dog,8,10,Harrison,Not Specified
4071,668989615043424256,2015-11-24,This is Bernie. He's taking his Halloween costume very seriously. Wants to be baked. 3/10 not a good idea Bernie smh,3,10,Bernie,Not Specified
4072,668988183816871936,2015-11-24,Honor to rate this dog. Lots of fur on him. Two massive tumors on back. Should get checked out. Very neat tho. 7/10,7,10,,Not Specified
4073,668986018524233728,2015-11-24,This is Ruby. She's a Bimmington Fettuccini. One ear works a lil better than other. Looks startled. Cool carpet 9/10,9,10,Ruby,Not Specified
4074,668981893510119424,2015-11-24,Unique dog here. Oddly shaped tail. Long pink front legs. I don't think dogs breath underwater sos. 4/10 bad owner,4,10,,Not Specified
4075,668979806671884288,2015-11-24,This is Chaz. He's an X Games half pipe superstar. 6 gold medals. Lost back legs saving a baby from a tornado 12/10,12,10,Chaz,Not Specified
4076,668975677807423489,2015-11-24,This is Jeremy. He hasn't grown into his skin yet. Ears hit the floor. Probably trips on them sometimes. 11/10,11,10,Jeremy,Not Specified
4077,668960084974809088,2015-11-24,Meet Jaycob. He got scared of the vacuum. Hide &amp; seek champ. Almost better than Kony. Solid shampoo selection. 10/10,10,10,Jaycob,Not Specified
4078,668955713004314625,2015-11-24,This is a Slovakian Helter Skelter Feta named Leroi. Likes to skip on roofs. Good traction. Much balance. 10/10 wow!,10,10,,Not Specified
4079,668932921458302977,2015-11-23,This is Herald. He likes to swing. Subtle tongue slip. Owner good at b-ball. Creepy person on bench back there. 9/10,9,10,Herald,Not Specified
4080,668902994700836864,2015-11-23,Meet Lambeau. He's a Whistling Haiku from the plains of southern Guatemala. 11/10 so. damn. majestic.,11,10,Lambeau,Not Specified
4081,668892474547511297,2015-11-23,This is Ruffles. He is an Albanian Shoop Da Whoop. He just noticed the camera. Patriotic af. Classy hardwood. 11/10,11,10,Ruffles,Not Specified
4082,668872652652679168,2015-11-23,This is Amélie. She is a confident white college girl. Extremely intimidating. Literally can't rn omg. 11/10 fab,11,10,Amélie,Not Specified
4083,668852170888998912,2015-11-23,Say hello to Bobb. Bobb is a Golden High Fescue &amp; a proud father of 8. Bobb sleeps while the little pups play. 11/10,11,10,Bobb,Not Specified
4084,668826086256599040,2015-11-23,This is Banditt. He is a brown LaBeouf retriever. Loves cold weather. 4 smaller dogs are his sons (probably). 10/10,10,10,Banditt,Not Specified
4085,668815180734689280,2015-11-23,This is a wild Toblerone from Papua New Guinea. Mouth always open. Addicted to hay. Acts blind. 7/10 handsome dog,7,10,,Not Specified
4086,668779399630725120,2015-11-23,This is Kevon. He is not physically or mentally prepared to start his Monday. 10/10 totes relatable,10,10,Kevon,Not Specified
4087,668655139528511488,2015-11-23,Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup,11,10,Winifred,Not Specified
4088,668645506898350081,2015-11-23,Incredibly rare dog here. Good at bipedalism. Rad blue spikes. Ready to dance. 11/10,11,10,,Not Specified
4089,668643542311546881,2015-11-23,Fascinating dog here. Loves beach. Oddly long nose for dog. Massive ass paws. Hard to cuddle w. 3/10 would still pet,3,10,,Not Specified
4090,668641109086707712,2015-11-23,Meet Hanz. He heard some thunder. 10/10,10,10,Hanz,Not Specified
4091,668636665813057536,2015-11-23,This is an Irish Rigatoni terrier named Berta. Completely made of rope. No eyes. Quite large. Loves to dance. 10/10,10,10,,Not Specified
4092,668633411083464705,2015-11-23,This is Churlie. He likes bagels. 10/10,10,10,Churlie,Not Specified
4093,668631377374486528,2015-11-23,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying,5,10,Zeek,Not Specified
4094,668627278264475648,2015-11-23,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10,9,10,Timofy,Not Specified
4095,668625577880875008,2015-11-23,This is Maks. Maks just noticed something wasn't right. 10/10,10,10,Maks,Not Specified
4096,668623201287675904,2015-11-23,This is Jomathan. He is not thrilled about the length of the grass. 10/10,10,10,Jomathan,Not Specified
4097,668620235289837568,2015-11-23,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz,10,10,Kallie,Not Specified
4098,668614819948453888,2015-11-23,Here is a horned dog. Much grace. Can jump over moons (dam!). Paws not soft. Bad at barking. 7/10 can still pet tho,7,10,,Not Specified
4099,668587383441514497,2015-11-23,Never forget this vine. You will not stop watching for at least 15 minutes. This is the second coveted.. 13/10,13,10,,Not Specified
4100,668567822092664832,2015-11-22,This is Marvin. He can tie a bow tie better than me. 11/10,11,10,Marvin,Not Specified
4101,668544745690562560,2015-11-22,It is an honor to rate this pup. He is a Snorklhuahua from Amarillo. A true renaissance dog. Also part Rudolph 10/10,10,10,,Not Specified
4102,668542336805281792,2015-11-22,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs,10,10,,Not Specified
4103,668537837512433665,2015-11-22,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10,8,10,Spark,Not Specified
4104,668528771708952576,2015-11-22,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me,12,10,Gòrdón,Not Specified
4105,668507509523615744,2015-11-22,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10,10,10,,Not Specified
4106,668496999348633600,2015-11-22,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10,8,10,Jo,Not Specified
4107,668484198282485761,2015-11-22,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups,9,10,,Not Specified
4108,668480044826800133,2015-11-22,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help,11,10,DayZ,Not Specified
4109,668466899341221888,2015-11-22,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10,4,10,,Not Specified
4110,668297328638447616,2015-11-22,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s,9,10,,Not Specified
4111,668291999406125056,2015-11-22,I can't do better than he did. 10/10,10,10,,Not Specified
4112,668286279830867968,2015-11-22,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10,11,10,Rusty,Not Specified
4113,668274247790391296,2015-11-22,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass,10,10,Sophie,Not Specified
4114,668268907921326080,2015-11-22,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert,10,10,,Not Specified
4115,668256321989451776,2015-11-22,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular.,13,10,Jareld,Not Specified
4116,668248472370458624,2015-11-22,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho,8,10,Bisquick,Not Specified
4117,668237644992782336,2015-11-22,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him,10,10,Torque,Not Specified
4118,668226093875376128,2015-11-22,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky,10,10,,Not Specified
4119,668221241640230912,2015-11-22,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals,10,10,,Not Specified
4120,668204964695683073,2015-11-21,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10,8,10,Ron,Not Specified
4121,668190681446379520,2015-11-21,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10,12,10,Skittles,Not Specified
4122,668171859951755264,2015-11-21,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10,7,10,,Not Specified
4123,668154635664932864,2015-11-21,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both,9,10,,Not Specified
4124,668142349051129856,2015-11-21,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10,2,10,,Not Specified
4125,668113020489474048,2015-11-21,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10,6,10,Alfie,Not Specified
4126,667937095915278337,2015-11-21,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun,3,10,,Not Specified
4127,667924896115245057,2015-11-21,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10,9,10,Jiminy,Not Specified
4128,667915453470232577,2015-11-21,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis,10,10,Otis,Not Specified
4129,667911425562669056,2015-11-21,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10,5,10,,Not Specified
4130,667902449697558528,2015-11-21,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with,9,10,Cleopatricia,Not Specified
